class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,metrical pattern,metrical pattern.md,metrical pattern,WcnKmourVy6G,590395774531571034002,instance_of,,,
Concept,metrical pattern,metrical pattern.md,metrical pattern,WcnKmourVy6G,590395774531571034002,subclass_of,,,
Concept,metrical pattern,metrical pattern.md,metrical pattern,WcnKmourVy6G,590395774531571034002,identifier,,,http://www.wikidata.org/entity/Q3951891
