class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,identifier,http://www.wikidata.org/entity/Q6147358,,,,,,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,described_by_source,,,,,,,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BGQNJxxjkLkV,literary character,,,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sase3zEpuPuV,mythical character,,,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,work_location,,,,,,,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,member_of,,,,,,,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ddw2PSbVUZ6t,shepherd,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,related_to,,,,,,,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,notable_work,,,,,,,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,interested_in,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Tirsi,,,Tirsi,Tirsi.md,6NJTYbJpxnYr,89888735110353323790,present_in_work,,,,,,,,,,,,,,,,
