class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6ZQiude4mdQw,Annibale Coma,,,,,,,,,,,,,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eNi6i8S5ZgM8,Di Annibale Coma il secondo libro de madrigali a quattro voci,,,,,,,,,,,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,instrumentation,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,based_on,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,derivative_work,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,text,,,,,,,,,,,"La bella Urania mia
Quando tal'hor mi mira
se ne ride e fuggie e poi sospira
All'hor s'oscura il cielo
e si cangia il mio cor per tema in gelo.",,,,,,,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,language,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bbbGxBiRGDwz,Urania,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iWa8EnwdNBqa,fleeing,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4Ghhytt8oGxa,shadow,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Rkqg3J6afECo,ice,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GiYPc75HZAb3,laughter,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V9gBMagpTVV8,gaze,,
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,metre,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable
MusicComposition,La bella Urania mia (Coma),La bella Urania mia (Coma).md,La bella Urania mia (Coma),mePf2oXuSacd,900514400474496847979,metre,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable
