class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,opera,,,opera,opera.md,WvmFTcvTNiwA,596905541754153008945,identifier,http://www.wikidata.org/entity/Q1344,
Concept,opera,,,opera,opera.md,WvmFTcvTNiwA,596905541754153008945,described_by_source,,
