class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Verona,,,Verona,Verona.md,bSFXtFE2ooWo,689759395074311330217,identifier,http://www.wikidata.org/entity/Q2028,,,,,
Place,Verona,,,Verona,Verona.md,bSFXtFE2ooWo,689759395074311330217,described_by_source,,,,,,
Place,Verona,,,Verona,Verona.md,bSFXtFE2ooWo,689759395074311330217,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Crg84MViZYxd,city,,
Place,Verona,,,Verona,Verona.md,bSFXtFE2ooWo,689759395074311330217,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/R4DkJ4Zkas7S,Italy
