class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,sculpture,sculpture.md,sculpture,iyAxqWyBQcFn,845404750695643142609,instance_of,,,
Concept,sculpture,sculpture.md,sculpture,iyAxqWyBQcFn,845404750695643142609,subclass_of,,,
Concept,sculpture,sculpture.md,sculpture,iyAxqWyBQcFn,845404750695643142609,identifier,,,http://www.wikidata.org/entity/Q860861
