class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,identifier,http://www.wikidata.org/entity/Q257493,,,,,,,,,,,,,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,described_by_source,,,,,,,,,,,,,,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2uSronTLfPLh,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",Accademia Veniera,,,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bKuQkt4rpM43,courtesan,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,related_to,,,,,,,,,,,,,,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",20774.0,
Agent,Veronica Franco,,,Veronica Franco,Veronica Franco.md,iicB3emqvaJP,840134284764832983219,present_in_work,,,,,,,,,,,,,,,,,,,
