class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_reference,interested_in_label,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,identifier,http://www.wikidata.org/entity/Q334154,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aDqLPFtLjEwa,(Testa 2020),,,,,,,,,,,,,,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,work_location,,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,member_of,,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gSay5HCzzmqo,philosopher,,,,,,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,related_to,,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TkUXmQEgY6Yz,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aDqLPFtLjEwa', 'label': '(Testa 2020)'}]",astrology,,,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16280.0,
Agent,Giovanni Battista Della Porta,,['Giambattista Della Porta'],Giovanni Battista Della Porta,Giovanni Battista Della Porta.md,WtBYC9uazLSW,595967389430439392695,present_in_work,,,,,,,,,,,,,,,,,,,
