class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,notable_work_label,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,identifier,http://www.wikidata.org/entity/Q1441108,,,,,,,,,,,,,,,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gVSttRUbFw6e,(Faini 2020),,,,,,,,,,,,,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,member_of,,,,,,,,,,,,,,,,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,related_to,,,,,,,,,,,,,,,,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,notable_work,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CVR6qUUjuTxZ,Le sorti di Francesco Marcolino,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,interested_in,,,,,,,,,,,,,,,,,,
Agent,Francesco Marcolini,,,Francesco Marcolini,Francesco Marcolini.md,nNtFe5mje86L,915539354105344074210,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16234.0
