class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,['tempo'],time,time.md,time,Q9hnBAQFhpb7,456776658748143615119,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TYSwPAjmpAM9,philosophical concept,,,
Concept,['tempo'],time,time.md,time,Q9hnBAQFhpb7,456776658748143615119,subclass_of,,,,,
Concept,['tempo'],time,time.md,time,Q9hnBAQFhpb7,456776658748143615119,opposite_of,,,,,
Concept,['tempo'],time,time.md,time,Q9hnBAQFhpb7,456776658748143615119,identifier,,,,,http://www.wikidata.org/entity/Q11471
