class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/038980000010101_000000114800C,,,,,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o37R4hW3emjb,canzonetta,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUiiaYvUfK7o,Isabella Andreini,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cxBfmd4dEVpm,Giovanni Ghizzolo,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kurJaiVM3Miq,Canzonette ed arie a tre voci di Gio. Ghizzolo. Libro primo,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,instrumentation,,,,,,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dMKFkrqamrJ4,"Care gioie, che le noie",,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,derivative_work,,,,,,,,,,,,,,,
MusicComposition,"Care gioie, che le noie (Ghizzolo)",,,"Care gioie, che le noie (Ghizzolo)","Care gioie, che le noie (Ghizzolo).md",HEneBqTPSjJ2,314166393370096659066,text,,,,,,,,,,,,,,,
