class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,identifier,http://www.wikidata.org/entity/Q901303,,,,,,,,,,,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/c8E9PewYfSbb,(Forshaw 2010),,,,,,,,,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,work_location,,,,,,,,,,,,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,member_of,,,,,,,,,,,,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2QDe7ywPhxhM,alchemist,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,related_to,,,,,,,,,,,,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,notable_work,,,,,,,,,,,,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bGgi5LAfFQE3,hermeticism,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WziXzP4KdMYo,alchemy,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3YfKFFqB6d4W,emblem,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Michael Maier,,,Michael Maier,Michael Maier.md,R6p8tmcvoNZA,476366765931339064850,present_in_work,,,,,,,,,,,,,,,,,
