class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,location_label,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,identifier,,,,,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DJam8o3efkSd,(Faini 2020),,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,inception,,,,,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,dissolved,,,,,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gbLYmsbE7QZL,Napoli,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,official_website,,,,,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,catalog_identifier,,,,,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,member,,,,,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,interested_in,,,,,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,notable_work,,,,,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,related_to,,,,,,,,,,,,,,,,
Organisation,Accademia dei Sereni di Napoli,,,Accademia dei Sereni di Napoli,Accademia dei Sereni di Napoli.md,g2R3u7aKbMYE,784310490880451552397,motto,,,,,,,,,,,,,,,,
