class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_volume,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aR27UgntvNYH,Elena Cornaro Piscopia,,,,,,,,,,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENUbQJ8t6z8B,2.0,Elena Lucrezia Cornaro Piscopia.,169.0,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/e4z5crPAxqJa,religion,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FS23yoaJjtRG,martyrdom,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KGrBx8dKLuSe,sin,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,poetic_type,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,"S'ottenebra la Terra, il Sol s'oscura",,,"S'ottenebra la Terra, il Sol s'oscura","S'ottenebra la Terra, il Sol s'oscura.md",jZtqboPimYp3,857617805226095182732,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cmG7qu4tHNZL,Jesus Christ,,,
