class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,plant,plant.md,plant,g6w9WMyeoMXb,785949792171432932766,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3XraWsE54wKL,natural entity,,
Concept,plant,plant.md,plant,g6w9WMyeoMXb,785949792171432932766,subclass_of,,,,
Concept,plant,plant.md,plant,g6w9WMyeoMXb,785949792171432932766,identifier,,,,http://www.wikidata.org/entity/Q756
