class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,lightning,,"['folgore', 'fulmine', 'saetta']",lightning,lightning.md,nGmjWLga97hz,913325798771472101429,identifier,http://www.wikidata.org/entity/Q33741,,,
Concept,lightning,,"['folgore', 'fulmine', 'saetta']",lightning,lightning.md,nGmjWLga97hz,913325798771472101429,described_by_source,,,,
Concept,lightning,,"['folgore', 'fulmine', 'saetta']",lightning,lightning.md,nGmjWLga97hz,913325798771472101429,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHdCw4BecfGK,natural phenomenon
