class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,flower,,"['fiore', 'blossom', 'bloom']",flower,flower.md,jwx5X37nmtsV,865603032144836962935,identifier,http://www.wikidata.org/entity/Q506,
Concept,flower,,"['fiore', 'blossom', 'bloom']",flower,flower.md,jwx5X37nmtsV,865603032144836962935,described_by_source,,
