class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_pseudonym,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,identifier,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NAvcJHrBT6mr,Bologna,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mWwsLAHpHDwR,L'Incolto,Accademia dei Gelati di Bologna,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,occupation,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,related_to,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,notable_work,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,interested_in,,,,,,,,,,,,,,,,,,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",5035.0,
Agent,Vincenzo Fabretti,,,Vincenzo Fabretti,Vincenzo Fabretti.md,7TnLZgFCSpP2,112511864715520638195,present_in_work,,,,,,,,,,,,,,,,,,
