class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,identifier,http://www.wikidata.org/entity/Q663820,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,described_by_source,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iqnZy8GBFrUQ,digital library,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,inception,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,dissolved,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,location,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,official_website,,,,,,,,https://www.hab.de/,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,catalog_identifier,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,member,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,interested_in,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,notable_work,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,related_to,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,KEA7B7G3KUCJ,355206084774636100852,motto,,,,,,,,,,,,,,
