class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_role,member_of_reference,member_of_start_date,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,identifier,http://www.wikidata.org/entity/Q3842277,,,,,,,,,,,,,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx,(Cox 2020),,,,,,,,,,,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,work_location,,,,,,,,,,,,,,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TeSuhKFrmS4d,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4NmckkLszZdN', 'label': 'visitor'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",1580.0,Accademia Olimpica di Vicenza,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,occupation,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,related_to,,,,,,,,,,,,,,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,notable_work,,,,,,,,,,,,,,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,interested_in,,,,,,,,,,,,,,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,catalog_identifier,,,,,,,,,,,,,,,,,,,,
Agent,Maddalena Campiglia,,,Maddalena Campiglia,Maddalena Campiglia.md,7xUgXFFcP69D,122898728828762294999,present_in_work,,,,,,,,,,,,,,,,,,,,
