class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_label,occupation_value,related_to_value,related_to_relationship,related_to_reference,related_to_label,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,identifier,http://www.wikidata.org/entity/Q15433778,,,,,,,,,,,,,,,,,,,,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AWgafUMVMRkj,(Sangalli 2020),,,,,,,,,,,,,,,,,,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,,,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,,,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LMDs6rjFqCi5,Padova,,,,,,,,,,,,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,member_of,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WJuJv9ZQQdEY,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AWgafUMVMRkj', 'label': '(Sangalli 2020)'}]",Accademia degli Animosi di Padova,,,,,,,,,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,occupation,,,,,,,,,,,,,,,,,,,,,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,related_to,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YvLbpbXURbTT,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FJzQoB8QSGjd', 'label': 'editor'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AWgafUMVMRkj', 'label': '(Sangalli 2020)'}]",Torquato Tasso,,,,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,notable_work,,,,,,,,,,,,,,,,,,,,,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,interested_in,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YjEbqBCorpnK,Italian language,,,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,catalog_identifier,,,,,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",9674.0,
Agent,Paolo Beni,,,Paolo Beni,Paolo Beni.md,5UiHiai2j9xz,71576375530040959106,present_in_work,,,,,,,,,,,,,,,,,,,,,,,
