class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value,described_by_source_value,described_by_source_label
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3KxURtKJVxAF,Pietro Aretino,,,,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,part_of,,,,,,Pasquino a li Lettori Sopra L'Astolfeida del Divino Pietro Aretino,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f7WmdoicdMZx,Astolfeide del divino Pietro Aretino,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,subject,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,subject,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SrVPa4TA2i3P,satire,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,poetic_type,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,poetic_type,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kNR7wGs7pHDt,humorous poetry,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,metre,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,metre,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,depicts,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3KxURtKJVxAF,Pietro Aretino,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,depicts,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Fgb2i9ph7wYA,knight,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,language,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,text,,,,,,,,,,,,,,,,,,,,,"Alme amorose, & spirti peregrini
Voi che svegliate al'alte imprese il cuore
Del Divino Aretin, pur hor vien fuore
L'Astolfeida i fior de Paladini.

De Barbari orgogliosi Saracini
D'erranti Cavallier, l'Arme, l'Amore
Di diverse Nation, l'Ira, il furore
chi sale al Ciel, chi nel Centro Rovini.

Le qualità de vicin de gli esterni
Costumi, & legi non altrove intesa
Vi mostra l'Aretin del vero Amante.

Comparation d'Antichi, & di moderni
Et scuopre ogni sentier, Terra, & Paese
Et chi è mosca, & si tiene Elefante

Pasquin nostro galante.

L'Aretin loda, & dice ch'oggi assai
Bravi a parol, n'hal mondo più che mai
Dice che d'hoggi in crai

Crescono al Mondo ogn'hor l'usanze acerbe
Come ne l'Orto allignon la mal'erbe
Dice che più superbe

Son le Puttane che le gentil Donne
E lo par d'esser Regine, & Madonne
Et che le Ricche gonne.

Non ricuoprono i loro vitii furfanti
che sfamando i facchin rubban gli amanti
Dice che da più canti.

Il mondo è pieno di squarta cantoni
Più che l'Aer di grilli, & parpaglioni
Dice che de babbioni.

Di Mantua n'è per tutto, & de gli Alocchi
Et de gattuci ch'hanno aperti gli occhi
Et che vende i Finocchi.

Per confetti ogni Strologo mendace
Annunciando la guerra per la pace
Quel che a Pasquino spiace.

Che gli è vecchio, & Marforio e Rimbambito
Hor che son vecchi il Mondo e imputtanito
Lettori oltre v'invito.

Lieti a cantar d'Amor fra l'Erbe e Fiori
Sì bel Poema spasso a gentil Cuori.",,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,5cgt7fFojdYP,74463771012583639584,described_by_source,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mzQMzWpG79QK,(Selepiuc 2020)
