class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,interested_in_label,notable_work_value
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,identifier,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,described_by_source,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8HCZ2RERDzjY,online database,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,inception,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,dissolved,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,location,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,official_website,,,,,,,,https://corago.unibo.it/,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,catalog_identifier,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,member,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,interested_in,,,,,,,,,,,[[libretto]],,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,interested_in,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6MeV83mKusDn,opera,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,interested_in,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nW5d9D3bvUAX,theater,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,SCcjxHTsbE6i,499102555143997828357,notable_work,,,,,,,,,,,,,
