class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/137400000010101_000000198700C,,,,,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oVgX4nooPy2A,Tarquinia Molza,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ArJYyGJhPBWu,Giovan Leonardo Primavera,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/39wgAy5xbCcf,I frutti di Giovan Leonardo Primavera. A cinque voci. Libro quarto,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,instrumentation,,,,,,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LX2mKMX7tgLK,La luce occhi miei lassi,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,derivative_work,,,,,,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,j7DaYaxFb3PN,847955553863621936501,text,,,,,,,,,,,,,,,
