class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,present_in_work_label
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,identifier,http://www.wikidata.org/entity/Q3846836,,,,,,,,,,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BGQNJxxjkLkV,literary character,,,,,,,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,work_location,,,,,,,,,,,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,member_of,,,,,,,,,,,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Fgb2i9ph7wYA,knight,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,related_to,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/S5rgXsLyRcxB,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Jx7QABaT7gnR', 'label': 'sibling'}",Ruggiero,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,related_to,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QcHkWZUZDi75,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YfzLsQJEZKc3', 'label': 'rival'}",Bradamante,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,notable_work,,,,,,,,,,,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,interested_in,,,,,,,,,,,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,present_in_work,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,Orlando furioso
Agent,Marfisa,,,Marfisa,Marfisa.md,3bg9MrA5CmJ7,32825174183653626215,present_in_work,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WNso84MAtTLr,Dell'amor di Marfisa tredici canti del Danese Cattaneo da Carrara
