class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value
MusicComposition,"Quanti son poi, che divenuti amanti (Torresani)",,,"Quanti son poi, che divenuti amanti (Torresani)","Quanti son poi, che divenuti amanti (Torresani).md",ShFncaLgTkaN,509468436823416341849,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F232880000010101_000000198203C,,,,,,,,,,,,,
MusicComposition,"Quanti son poi, che divenuti amanti (Torresani)",,,"Quanti son poi, che divenuti amanti (Torresani)","Quanti son poi, che divenuti amanti (Torresani).md",ShFncaLgTkaN,509468436823416341849,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,
MusicComposition,"Quanti son poi, che divenuti amanti (Torresani)",,,"Quanti son poi, che divenuti amanti (Torresani)","Quanti son poi, che divenuti amanti (Torresani).md",ShFncaLgTkaN,509468436823416341849,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,
MusicComposition,"Quanti son poi, che divenuti amanti (Torresani)",,,"Quanti son poi, che divenuti amanti (Torresani)","Quanti son poi, che divenuti amanti (Torresani).md",ShFncaLgTkaN,509468436823416341849,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RPt3AF9FDvgd,Veronica Gambara,,,,,,
MusicComposition,"Quanti son poi, che divenuti amanti (Torresani)",,,"Quanti son poi, che divenuti amanti (Torresani)","Quanti son poi, che divenuti amanti (Torresani).md",ShFncaLgTkaN,509468436823416341849,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6ZCFKDvvZwNn,Bartolomeo Torresani,,,,,,
MusicComposition,"Quanti son poi, che divenuti amanti (Torresani)",,,"Quanti son poi, che divenuti amanti (Torresani)","Quanti son poi, che divenuti amanti (Torresani).md",ShFncaLgTkaN,509468436823416341849,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7PPRiYwEybka,Primo libro de Madrigali a quatro voci di l'Hoste da Reggio,,,,
MusicComposition,"Quanti son poi, che divenuti amanti (Torresani)",,,"Quanti son poi, che divenuti amanti (Torresani)","Quanti son poi, che divenuti amanti (Torresani).md",ShFncaLgTkaN,509468436823416341849,instrumentation,,,,,,,,,,,,,,
MusicComposition,"Quanti son poi, che divenuti amanti (Torresani)",,,"Quanti son poi, che divenuti amanti (Torresani)","Quanti son poi, che divenuti amanti (Torresani).md",ShFncaLgTkaN,509468436823416341849,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9c5BqS7btqU7,"Quanti son poi, che divenuti amanti",
MusicComposition,"Quanti son poi, che divenuti amanti (Torresani)",,,"Quanti son poi, che divenuti amanti (Torresani)","Quanti son poi, che divenuti amanti (Torresani).md",ShFncaLgTkaN,509468436823416341849,derivative_work,,,,,,,,,,,,,,
