class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['fera', 'animale', 'fere']",animal,animal.md,animal,JUdJWGgBjkYx,339811404181763329773,instance_of,,,
Concept,"['fera', 'animale', 'fere']",animal,animal.md,animal,JUdJWGgBjkYx,339811404181763329773,subclass_of,,,
Concept,"['fera', 'animale', 'fere']",animal,animal.md,animal,JUdJWGgBjkYx,339811404181763329773,identifier,,,http://www.wikidata.org/entity/Q729
