class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,present_in_work_label,identifier_value
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BGQNJxxjkLkV,literary character,,,,,,,,,,,,,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,work_location,,,,,,,,,,,,,,,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,member_of,,,,,,,,,,,,,,,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Fgb2i9ph7wYA,knight,,,,,,,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,related_to,,,,,,,,,,,,,,,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,notable_work,,,,,,,,,,,,,,,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,interested_in,,,,,,,,,,,,,,,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,catalog_identifier,,,,,,,,,,,,,,,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,present_in_work,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,Orlando furioso,
Agent,Bradamante,Bradamante.md,Bradamante,QcHkWZUZDi75,466398938686698464616,identifier,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q1163427
