class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,Pandora's box,Pandora's box.md,Pandora's box,Cw25wyzbgnsZ,225547205315036608393,instance_of,,,,
Concept,Pandora's box,Pandora's box.md,Pandora's box,Cw25wyzbgnsZ,225547205315036608393,subclass_of,,,,
Concept,Pandora's box,Pandora's box.md,Pandora's box,Cw25wyzbgnsZ,225547205315036608393,opposite_of,,,,
Concept,Pandora's box,Pandora's box.md,Pandora's box,Cw25wyzbgnsZ,225547205315036608393,identifier,,,,http://www.wikidata.org/entity/Q937164
