class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,['sangue'],blood,blood.md,blood,UbxydZQV2c8h,548829674204546615970,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LgWa5o4bfRrS,anatomical entity,,,
Concept,['sangue'],blood,blood.md,blood,UbxydZQV2c8h,548829674204546615970,subclass_of,,,,,
Concept,['sangue'],blood,blood.md,blood,UbxydZQV2c8h,548829674204546615970,opposite_of,,,,,
Concept,['sangue'],blood,blood.md,blood,UbxydZQV2c8h,548829674204546615970,identifier,,,,,http://www.wikidata.org/entity/Q7873
