class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F046950000010203_000000221100C,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Amk76nLGSdfy,canzonetta,,,,,,,,,,,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/i9LehTD6b73x,Maria Menadori,,,,,,,,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AXYpZsPSgBjk,Orazio Scaletta,,,,,,,,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RzrhZRFj6KG3,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,,,,,,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,based_on,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,text,,,,,,,,,,,,,,"Chi mi sente a cantar per certo dice
Non è di quest'amant'il più felice
Ma lo sa questo core
S'io canto per piacer o per dolore.

E se rider ancor alcun mi vede
Ch'io viva contentissimo si crede
Ma lo sa questo petto
S'io rido per piacer o per diletto.

Chi mi vede gioir in ogni loco
Crede ch'in me non sia fiamma né foco
Ma lo sa l'alma mia
Se questo è per piacer o gelosia.

E però se tal'hor io rido e canto
Faccio per isfogar l'acervo pianto
E per celar l'ardore
Talhora canto che mi piange il core.",,,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,language,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,subject,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gcrqwjgvBQyM,despair,,,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,poetic_type,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SjAbGui7MhdK,jealousy,,
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,metre,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable
MusicComposition,Chi mi sente a cantar per certo dice (Scaletta),,,Chi mi sente a cantar per certo dice (Scaletta),Chi mi sente a cantar per certo dice (Scaletta).md,iptoxe9bQjy9,842412223182269424484,metre,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable
