class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,madrigale,madrigale.md,madrigale,NiFCVHMLTGkp,427283067724428646369,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nm2JMnbqZ4yL,poetic form,,
Concept,madrigale,madrigale.md,madrigale,NiFCVHMLTGkp,427283067724428646369,subclass_of,,,,
Concept,madrigale,madrigale.md,madrigale,NiFCVHMLTGkp,427283067724428646369,identifier,,,,http://www.wikidata.org/entity/Q338699
