class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,doubt,,['dubbio'],doubt,doubt.md,ZkTf74RSPiqC,655081215890390658403,identifier,http://www.wikidata.org/entity/Q34302,
Concept,doubt,,['dubbio'],doubt,doubt.md,ZkTf74RSPiqC,655081215890390658403,described_by_source,,
