class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,type of musical instrument,type of musical instrument.md,type of musical instrument,66DXswkAqX8G,84064928058117426128,instance_of,,,
Concept,type of musical instrument,type of musical instrument.md,type of musical instrument,66DXswkAqX8G,84064928058117426128,subclass_of,,,
Concept,type of musical instrument,type of musical instrument.md,type of musical instrument,66DXswkAqX8G,84064928058117426128,identifier,,,http://www.wikidata.org/entity/Q110295396
