class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_role,member_of_reference,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,identifier,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HEJhw7aUDJZz,(Vagenheim 2017),,,,,,,,,,,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,member_of,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZeHYJAGwEQHj,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GmGq99KvvjdM', 'label': 'secretary'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HEJhw7aUDJZz', 'label': '(Vagenheim 2017)'}]",Accademia dello Sdegno di Roma,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,occupation,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,related_to,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,notable_work,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,interested_in,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Palatino,,['Giovan Battista Palatino'],Giovanni Battista Palatino,Giovanni Battista Palatino.md,n4tarmZUbWB4,909024896116353839492,catalog_identifier,,,,,,,,,,,,,,,,,,
