class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,identifier,http://www.wikidata.org/entity/Q1075258,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,described_by_source,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/46nFpBHuPXqX,mythical character,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FeQqwKLG5FHE,literary character,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,work_location,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,member_of,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HyEHYV8QKT42,nymph,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,related_to,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,notable_work,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,interested_in,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kVrAkrexneyx,pastoral,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,Cd2qhfKGKwit,219035480222154124223,present_in_work,,,,,,,,,,,,,,,,
