class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,scientific journal,,,scientific journal,scientific journal.md,Kp67BJtPFF3j,367489812595481037404,identifier,http://www.wikidata.org/entity/Q5633421,
Concept,scientific journal,,,scientific journal,scientific journal.md,Kp67BJtPFF3j,367489812595481037404,described_by_source,,
