class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value,described_by_source_value,described_by_source_label
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M6n3D9mxj5sQ,Ortensia Colonna,,,,,,,,,,,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MCpqmQ2EH76N,Laura Battiferri,,,,,,,,,,,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,part_of,,,,,,Alla S. Hortensia Colonna,21.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bJYR7sBHWsEt,Il primo libro dell'opere toscane di m. Laura Battiferra degli Ammannati,,,,,,,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XLktudVaMszu,anaphora,,,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T5kQoJ6RQuQc,oxymoron,,,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/e7Y5Z2NL3Nkv,Petrarchism,,,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,poetic_type,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aeKYuTWbvRkf,hope,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PkJjQdNqm3ok,thousand,,,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,language,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,text,,,,,,,,,,,,,,,,,,,,,,"Nasce la vita mia dal mio morire,
E s'egli avvien, che mille volte io mora, 
Ritorna il viver mio più bello alhora,
E vien lo scampo mio dal mio perire;

Oh miracol d'Amor, dal mio languire
Nasce il gioir che sì forte m'accora,
Quanto scema la speme d'hora, in hora,
Tanto sormonta più l'alto desire.

Ch'il crederà, che dall'aspro tormento
Venga la gioia, ch'ogni gioia avanza 
E che tanto piacere il duol m'apporte?

Chi crederà, che morta la speranza
Viva il disio? e che'l mio gran contento 
Nasca dalla cagion della mia morte?",,
PoeticWork,Nasce la vita mia dal mio morire,Nasce la vita mia dal mio morire.md,Nasce la vita mia dal mio morire,Z8LagqusijsM,642003064650541526269,described_by_source,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7zcAeoxQTDK,(Del Bianco 2022)
