class,aliases,base_name,filename,label,id,n_id,property,identifier_value,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value
Concept,['sospiro'],sigh,sigh.md,sigh,Qy8MNtYycNeQ,473941897634198008993,identifier,http://www.wikidata.org/entity/Q4115495,,,,
Concept,['sospiro'],sigh,sigh.md,sigh,Qy8MNtYycNeQ,473941897634198008993,instance_of,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NipdbPwHTGmA,activity,,
Concept,['sospiro'],sigh,sigh.md,sigh,Qy8MNtYycNeQ,473941897634198008993,subclass_of,,,,,
Concept,['sospiro'],sigh,sigh.md,sigh,Qy8MNtYycNeQ,473941897634198008993,opposite_of,,,,,
