class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_place_of_publication,has_version_publication_date,has_version_publisher,has_version_permalink,has_version_holding_institution,has_version_external_source,has_version_IIIF_manifest,contributor_role,contributor_value,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,identifier,https://edit16.iccu.sbn.it/titolo/CNCE036495,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV00430010,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,identifier,https://rism.online/sources/990000823,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGZbeqwxbiop,partbook,,,,,,,,,,,,,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,title,,,,,,Ghirlanda de madrigali a quatro voci di Vittoria Aleotti. Nouamente posta in luce,,,,,,,,,,,,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,inception,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,has_version,,,,,,,,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq', 'label': 'Venezia'}]",1593.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/exKAVeLjzKFZ', 'label': 'Giacomo Vincenti'}",https://edit16.iccu.sbn.it/titolo/CNCE036495,[[Duchess Anna Amalia Library]],https://haab-digital.klassik-stiftung.de/viewer/image/874996287/,https://haab-digital.klassik-stiftung.de/viewer/api/v1/records/874996287/manifest/,,,,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,contributor,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",[[Vittoria Aleotti]],,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,subject,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,,,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti,Ghirlanda de madrigali a quattro voci di Vittoria Aleotti.md,GjSah2sjQ3Hy,303902042183210579077,has_part,,,,,,,,,,,,,,,,,,,,,
