class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,identifier,http://www.wikidata.org/entity/Q663820,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,described_by_source,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M8DkfPxU28Gc,digital library,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,inception,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,dissolved,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,location,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,official_website,,,,,,,,https://www.hab.de/,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,catalog_identifier,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,member,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,interested_in,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,notable_work,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,related_to,,,,,,,,,,,,,,
Organisation,Herzog August Library,,,Herzog August Library,Herzog August Library.md,C2TRdPGCZXK5,206520417500098928346,motto,,,,,,,,,,,,,,
