class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fwobE2DWRXRY,Emperor Charles V,,,,,,,,,,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BVavFPBEeQRA,Francesco Maria Santinelli,,,,,,,,,,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,part_of,,,,,,,,"Canto VI, 44",Carlo Quinto,96.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7co2fT7Qfby2,(Santinelli 1985),,,,,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jpEmjHi9Ym4c,alchemy,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Se ne le Sfere tu, Se nel Profondo",,,"Se ne le Sfere tu, Se nel Profondo","Se ne le Sfere tu, Se nel Profondo.md",d5xQuPeYWojr,723688127079896391750,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cKzqbJWUcRQH,gold,,,
