class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_volume,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9ENdykkNtf6X,anonymous,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,part_of,,,,,,,,133.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AqfSVRY3KtFh,2.0,Incerta.,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BQRZFgW6wAyq,ingenuity,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,d5nkT3D8oW4S,723626789514928468554,text,,,,,,,,,,,,,,,,,,,,,,,,,"Se nel tempo de' fiori
Cose procude il suo fecondo ingegno,
Onde tu arrivi al segno
Di vera gloria, e d'immortali onori;
Sicché Roma t'ammiri, e lodi il Franco,
E coll'Ibero audace
T'innalzi al Ciel, chi non pudica face
T'accese il lato manco;
Paolo abbastanza non lodate mai,
Nella stagion de' frutti, e che farai?"
