class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,mathematician,,,mathematician,mathematician.md,evGvtjqjNjf9,761812943348589547510,identifier,http://www.wikidata.org/entity/Q170790,,,,
Concept,mathematician,,,mathematician,mathematician.md,evGvtjqjNjf9,761812943348589547510,described_by_source,,,,,
Concept,mathematician,,,mathematician,mathematician.md,evGvtjqjNjf9,761812943348589547510,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,
Concept,mathematician,,,mathematician,mathematician.md,evGvtjqjNjf9,761812943348589547510,subclass_of,,,,,
