class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_external_source,contributor_value,subject_value,subject_label,has_part_value,based_on_value,catalog_identifier_value,identifier_value,described_by_source_value,described_by_source_label
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bgt4RadKQanj,album amicorum,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,title,,,"Memorie imprese, e ritratti de' signori Accademici Gelati di Bologna raccolte nel principato del signor conte Valerio Zani il Ritardato",,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,inception,,,,1672.0,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,has_version,,,,,http://id.sbn.it/bid/UBOE000655,1672.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NAvcJHrBT6mr', 'label': 'Bologna'}]",https://books.google.be/books?id=DjArT3tJ1JIC,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,contributor,,,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,subject,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AtYFns9BtQHt,impresa,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,has_part,,,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,based_on,,,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,catalog_identifier,,,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,identifier,,,,,,,,,,,,,,,http://id.sbn.it/bid/UBOE000655,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",YRbgBZJHaniP,627617614634349252252,described_by_source,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cvnPagTJkSUk,(Testa 2020)
