class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_pages,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V5TVPGB5izXm,Giulio Camillo,,,,,,,,,,,,,,,,,
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EybQZ2KEQE6o,250.0,Rime di M. Giulio Camillo.,Di m. Giulio Camillo. Tutte le opere,,,,,,,,,,,,,
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6UgHPJzzmPCX,departure,,,,,,,,,
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,La fosca notte già con l'ali tese,,,La fosca notte già con l'ali tese,La fosca notte già con l'ali tese.md,aE2LyiRvVXws,664695311185293291622,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
