class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/42ao2xe84kbG,(Sorrentini 2015),,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUiiaYvUfK7o,Isabella Andreini,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,part_of,,,,,,,,,Sonetto Primo.,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7Pmih35JHCN,Rime d'Isabella Andreini padovana comica Gelosa,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XjnvrMvEVZ8k,acting,,,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QumbV58oqxew,Muse,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Nf6cF32SCt6E,singing,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/j8c9GM3Mm3nR,deception,,,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,"S'alcun fia mai, che i versi mie negletti",,"[""S'alcun sia mai, che i versi mie negletti""]","S'alcun fia mai, che i versi mie negletti","S'alcun fia mai, che i versi mie negletti.md",G9YtUzdcjCto,291632999908676200494,text,,,,,,,,,,,,,,,,,,,,,,,,,"S'alcun fia mai che i versi miei negletti
Legga, non creda a questi finti ardori
Che ne le Scene imaginati amori
Usa a trattar con non leali affetti:

Con bugiardi non men che finti detti
De le Muse spiegai gli alti furori:
Talhor piangendo i falsi miei dolori,
Talhor cantando i falsi miei diletti;

E come ne' Teatri hor Donna, ed hora
Huom fei rappresentando in vario stile
Quanto volle insegnar Natura ed Arte

Così la stella mia seguendo ancora
Di fuggitiva età nel verde Aprile
Vergai con vario stil ben mille carte."
