class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,"['dancing', 'danza', 'balletto']",dance,dance.md,dance,UKmKWTE5GPwm,542963026615428028030,instance_of,,,,
Concept,"['dancing', 'danza', 'balletto']",dance,dance.md,dance,UKmKWTE5GPwm,542963026615428028030,subclass_of,,,,
Concept,"['dancing', 'danza', 'balletto']",dance,dance.md,dance,UKmKWTE5GPwm,542963026615428028030,opposite_of,,,,
Concept,"['dancing', 'danza', 'balletto']",dance,dance.md,dance,UKmKWTE5GPwm,542963026615428028030,identifier,,,,http://www.wikidata.org/entity/Q11639
