class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,identifier,http://www.wikidata.org/entity/Q1106262,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,described_by_source,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,member_of,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,related_to,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,notable_work,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,interested_in,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",16267.0,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,gEVtMk8GxHjh,788685695431031252925,present_in_work,,,,,,,,,,,,,,,,,
