class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,metre_value,metre_label,identifier_value,described_by_source_value,described_by_source_label
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XCGaRQqQ2kt2,aria,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GjgbJp4WdXYw,Scipione Dentice,,,,,,,,,,,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BrKoYYaFmdxy,Aeri racolti insieme,,,,,,,,,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,instrumentation,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,based_on,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,text,,,,,,,,,,,"Tu che'l passato mio buon tempo sai
& quanti giorni e quante notti care
Con la mia donna e con amor vegghiai.
Mentre l'amai.

Et hor sai ben di che novelle amare
Per queste orecchie avvelenato il core
Ch'a poco a poco il vedrai consumare.
Non più amare.

Di generosa mia senza timore,
A sua gran donna questi pochi altieri
Ultimi detti che non dette amore.
Ma gran dolore.

Mai come pria dell'amor mio più speri
Caduto come ﬁor ch'aratro tocchi
Poi c'ebbi di cangiati suoi pensieri.
Messaggi veri.",,,,,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,language,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,,,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Bvvit9jGS3mp,longing,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DJS8XPPRYbXP,barzelletta,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,depicts,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,identifier,,,,,,,,,,,,,,,,,,,,,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/290270000010101_000000083600C,,
MusicComposition,Tu che 'l passato mio buon tempo sai (Dentice),Tu che 'l passato mio buon tempo sai (Dentice).md,Tu che 'l passato mio buon tempo sai (Dentice),Xoeqn2q5kQPA,614966572658388176864,described_by_source,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM
