class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,identifier,http://www.wikidata.org/entity/Q47551,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,described_by_source,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,work_location,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,member_of,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9EG2tE8aFH7w,painter,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,related_to,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,notable_work,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,interested_in,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,catalog_identifier,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,ap8ybQEKHSh4,677046632473301829671,present_in_work,,,,,,,,,,,,,,,
