class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,identifier,http://www.wikidata.org/entity/Q141107915,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,described_by_source,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,member_of,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,related_to,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,notable_work,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,interested_in,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",5247.0,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ZyC2spPZeUPu,659688341914592958057,present_in_work,,,,,,,,,,,,,,,,,
