class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,kiss,,"['bacio', 'baci', 'basia', 'basium']",kiss,kiss.md,2ChPz3U9tJ8r,3870489867411506304,identifier,http://www.wikidata.org/entity/Q7307,
Concept,kiss,,"['bacio', 'baci', 'basia', 'basium']",kiss,kiss.md,2ChPz3U9tJ8r,3870489867411506304,described_by_source,,
