class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,member_reference,member_label,member_role,member_start_date,member_end_date,interested_in_value,interested_in_reference,interested_in_label,notable_work_value
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,identifier,http://www.wikidata.org/entity/Q55595339,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T9A9Qv8Z2mX8,(Sampson 2020),,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,inception,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,dissolved,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QhXTZwxob5AG,Parma,,,,,,,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,official_website,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,catalog_identifier,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",106.0,,,,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,member,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/44ctZoQBfT5A,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T9A9Qv8Z2mX8', 'label': '(Sampson 2020)'}]",Muzio Manfredi,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,member,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/icCnZv5P72CP,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T9A9Qv8Z2mX8', 'label': '(Sampson 2020)'}]",Angelo Ingegneri,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,member,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oGuCnrkrFAY9,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T9A9Qv8Z2mX8', 'label': '(Sampson 2020)'}]",Angelo Grillo,,,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,member,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hzh3As9hqrE,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T9A9Qv8Z2mX8', 'label': '(Sampson 2020)'}]",Battista Guarini,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SqGAEzjPvbze', 'label': 'visitor'}",,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,member,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YvLbpbXURbTT,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T9A9Qv8Z2mX8', 'label': '(Sampson 2020)'}]",Torquato Tasso,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SqGAEzjPvbze', 'label': 'visitor'}",1581.0,,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,member,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UyK6rcL5shtk,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eqXqmD8qjEdV', 'label': '(Moralejo Ortega 2017)'}]",Federico Zuccari,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SqGAEzjPvbze', 'label': 'visitor'}",1607.0,1608.0,,,,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,interested_in,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AYqoxRbyDh4i,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T9A9Qv8Z2mX8', 'label': '(Sampson 2020)'}]",pastoral drama,
Organisation,Accademia degli Innominati di Parma,,,Accademia degli Innominati di Parma,Accademia degli Innominati di Parma.md,ixoXEAX9M2DD,845274866604600683033,notable_work,,,,,,,,,,,,,,,,,,,,,,
