class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,scientific concept,scientific concept.md,scientific concept,LSenUpbhXggw,380368605968286980216,instance_of,,,,
Concept,scientific concept,scientific concept.md,scientific concept,LSenUpbhXggw,380368605968286980216,subclass_of,,,,
Concept,scientific concept,scientific concept.md,scientific concept,LSenUpbhXggw,380368605968286980216,opposite_of,,,,
Concept,scientific concept,scientific concept.md,scientific concept,LSenUpbhXggw,380368605968286980216,identifier,,,,http://www.wikidata.org/entity/Q115949945
