class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,identifier,http://www.wikidata.org/entity/Q52937,,,,,,,,,,,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,member_of,,,,,,,,,,,,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4KLdoEW9rAv,patron of the arts,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LyEatsU6bs4d,politician,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,related_to,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aS9jDyDiqBTA,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4KLdoEW9rAv', 'label': 'patron of the arts'}",Francesco Maria Santinelli,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,notable_work,,,,,,,,,,,,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,interested_in,,,,,,,,,,,,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Christina of Sweden,,['Cristina di Svezia'],Christina of Sweden,Christina of Sweden.md,HZVcrHD7BkbT,320936904091142403919,present_in_work,,,,,,,,,,,,,,,,,,
