class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_place_of_publication,contributor_role,contributor_value,contributor_label,subject_value,subject_label,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,identifier,https://edit16.iccu.sbn.it/titolo/CNCE036474,,,,,,,,,,,,,,,,,,
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,identifier,https://rism.online/sources/990000402,,,,,,,,,,,,,,,,,,
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV00220010,,,,,,,,,,,,,,,,,,
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,title,,,,,,"Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo, et altri autori. A 4 voci",,,,,,,,,,,,,
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,inception,,,,,,,1567.0,,,,,,,,,,,,
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE036474,1567.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gLeh7vn7FH8w', 'label': 'Milano'}]",,,,,,,,,
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,contributor,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SkU8K6nXSqeb,Andrea Calmo,,,,,,
NotatedMusic,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,"The pieces n. 16 ""Amor m'ha bastonat"" misses the bassus part.",,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo,Musica di Lodovico Agostini ferrarese sopra le rime bizzarre di m. Andrea Calmo.md,hiE7NEWM6ThN,819358243302751061879,contributor,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XtiKQkt7awAq,Lodovico Agostini,,,,,,
