class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,identifier,http://www.wikidata.org/entity/Q1075258,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,described_by_source,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sase3zEpuPuV,mythical character,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BGQNJxxjkLkV,literary character,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,work_location,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,member_of,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ByFdYpwqvPWu,nymph,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,related_to,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,notable_work,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,interested_in,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Clori,,"['Chloris', 'Flora']",Clori,Clori.md,npjr3SjemrV3,924898889883682110664,present_in_work,,,,,,,,,,,,,,,,
