class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value,opposite_of_value,opposite_of_label
Concept,female,female.md,female,cg4AvGtwt6Bs,715391559481458023779,instance_of,,,,,
Concept,female,female.md,female,cg4AvGtwt6Bs,715391559481458023779,subclass_of,,,,,
Concept,female,female.md,female,cg4AvGtwt6Bs,715391559481458023779,identifier,,,http://www.wikidata.org/entity/Q6581072,,
Concept,female,female.md,female,cg4AvGtwt6Bs,715391559481458023779,opposite_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male
