class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_publisher,has_version_external_source,has_version_note,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,identifier,https://rism.online/sources/990052508,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV16670010,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,identifier,https://edit16.iccu.sbn.it/titolo/CNCE045257,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,title,,,,,,Il quarto libro de madrigali di Marc'Antonio Pordenon padouano. Nouamente composti & dati in Luce. A cinque voci,,,,,,,,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,inception,,,,,,,1573.0,,,,,,,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE045257,1573.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BAscdG7oumi7', 'label': 'Antonio Gardano'}",http://www.bibliotecamusica.it/cmbm/viewschedatwbca.asp?path=/cmbm/images/ripro/gaspari/_U/U075/,Cantus is missing. It can be retrieved at the Austrian National Library,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Psy4MDXcwAWX,Marc'Antonio Pordenone,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,subject,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,has_part,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mFmEeeyWJZMt,quintus
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kSRFAFQb4mfa,bassus
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5uHH8y5Q43eU,tenor
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UffZZ8mohzzQ,altus
NotatedMusic,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci.md,BGrRdqek67wr,191099068777704007620,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6xVaVEAi3tdM,cantus
