class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,identifier,http://www.wikidata.org/entity/Q2395209,,,,,,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,described_by_source,,,,,,,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,work_location,,,,,,,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,member_of,,,,,,,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,related_to,,,,,,,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,notable_work,,,,,,,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,interested_in,,,,,,,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,catalog_identifier,,,,,,,,,,,,,,,
Agent,Giovanni Domenico da Nola,,,Giovanni Domenico da Nola,Giovanni Domenico da Nola.md,7U6R2yxkegZz,112620336720774404738,present_in_work,,,,,,,,,,,,,,,
