class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,identifier,http://www.wikidata.org/entity/Q17181905,,,,,,,,,,,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,described_by_source,,,,,,,,,,,,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,member_of,,,,,,,,,,,,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,related_to,,,,,,,,,,,,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,notable_work,,,,,,,,,,,,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,interested_in,,,,,,,,,,,,,,,,,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",16098.0,
Agent,Giovanni Andrea Valvassore,,['Giovanni Andrea Valvassorio'],Giovanni Andrea Valvassore,Giovanni Andrea Valvassore.md,SyEcdpw8fUFq,515253506828971451684,present_in_work,,,,,,,,,,,,,,,,,
