class,label,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,composer,composer,composer.md,h24pafkqqHsZ,804817988345271451147,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6oNeDcfvTHyK,occupation,,
Concept,composer,composer,composer.md,h24pafkqqHsZ,804817988345271451147,subclass_of,,,,
Concept,composer,composer,composer.md,h24pafkqqHsZ,804817988345271451147,identifier,,,,http://www.wikidata.org/entity/Q36834
