class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,language,,,language,language.md,jh8gsPV8qSg8,860233635147796532454,identifier,http://www.wikidata.org/entity/Q34770,
Concept,language,,,language,language.md,jh8gsPV8qSg8,860233635147796532454,described_by_source,,
